surface,ranking,player_name,matches_played,dominance_ratio,points,total_points_won_pct,tiebreaks_played,tiebreak_record,tiebreak_win_pct,tiebreaks_per_set,sets_played,set_record,set_win_pct,games_played,game_record,game_win_pct,time_per_match,minutes_per_set,seconds_per_point
hard,155,Nicolas Jarry,5,0.954,729,46.36%,4,0-4,0.00%,0.364,11,0-11,0.00%,116,46-70,39.66%,,,
hard,223,Nicolas Mejia,31,0.849,4295,48.64%,13,6-7,46.15%,0.188,69,29-40,42.03%,671,315-356,46.94%,,,
hard,439,Niels Visker,13,0.915,1866,49.20%,9,6-3,66.67%,0.310,29,15-14,51.72%,296,145-151,48.99%,,,
hard,494,Nikolay Vylegzhanin,5,0.868,619,48.95%,1,0-1,0.00%,0.091,11,5-6,45.45%,98,48-50,48.98%,,,
hard,133,Nikoloz Basilashvili,14,0.944,1843,48.83%,7,3-4,42.86%,0.250,28,11-17,39.29%,291,138-153,47.42%,,,
hard,148,Nishesh Basavareddy,14,1.080,1853,51.00%,2,2-0,100.00%,0.054,37,20-17,54.05%,302,153-149,50.66%,,,
hard,423,Norbert Gombos,12,1.003,1883,49.28%,5,3-2,60.00%,0.161,31,14-17,45.16%,301,144-157,47.84%,,,
hard,8,Novak Djokovic,22,1.159,3918,52.58%,9,5-4,55.56%,0.136,66,44-22,66.67%,644,356-288,55.28%,,,
hard,36,Nuno Borges,32,0.916,5148,49.53%,19,9-10,47.37%,0.244,78,37-41,47.44%,819,403-416,49.21%,,,
hard,357,Ognjen Milic,14,0.961,1801,50.86%,4,2-2,50.00%,0.125,32,18-14,56.25%,298,157-141,52.68%,,,
hard,507,Olaf Pieczkowski,5,0.837,639,49.14%,3,1-2,33.33%,0.300,10,4-6,40.00%,92,45-47,48.91%,,,
hard,400,Oleg Prihodko,8,0.978,1160,52.07%,4,2-2,50.00%,0.200,20,13-7,65.00%,184,103-81,55.98%,,,
hard,237,Oliver Crawford,38,1.009,6034,51.34%,19,11-8,57.89%,0.200,95,55-40,57.89%,961,510-451,53.07%,,,
hard,348,Oliver Tarvet,12,0.865,1612,48.01%,3,2-1,66.67%,0.111,27,11-16,40.74%,257,117-140,45.53%,,,
hard,386,Olle Wallin,13,0.797,1895,46.75%,5,4-1,80.00%,0.161,31,10-21,32.26%,295,125-170,42.37%,,,
hard,520,Omar Jasika,19,0.822,2961,47.28%,10,4-6,40.00%,0.217,46,14-32,30.43%,450,196-254,43.56%,,,
hard,1215,Orel Kimhi,7,0.839,903,46.84%,2,1-1,50.00%,0.143,14,4-10,28.57%,140,63-77,45.00%,,,
hard,115,Otto Virtanen,25,1.161,3574,51.59%,14,9-5,64.29%,0.241,58,38-20,65.52%,584,312-272,53.42%,,,
hard,184,Pablo Carreno Busta,19,0.938,2734,49.71%,6,4-2,66.67%,0.133,45,24-21,53.33%,444,232-212,52.25%,,,
hard,129,Pablo Llamas Ruiz,14,1.128,2153,51.23%,4,0-4,0.00%,0.118,34,18-16,52.94%,323,168-155,52.01%,,,
hard,113,Patrick Kypson,31,1.177,4442,52.30%,16,10-6,62.50%,0.219,73,47-26,64.38%,719,394-325,54.80%,,,
hard,401,Patrick Zahraj,18,0.832,2506,47.13%,4,3-1,75.00%,0.103,39,13-26,33.33%,379,163-216,43.01%,,,
hard,679,Paul Inchauspe,9,0.979,1349,50.78%,6,3-3,50.00%,0.273,22,13-9,59.09%,213,111-102,52.11%,,,
hard,325,Paul Jubb,15,1.083,2407,50.15%,10,5-5,50.00%,0.270,37,19-18,51.35%,362,182-180,50.28%,,,
hard,243,Pavel Kotov,28,1.230,3844,51.35%,10,6-4,60.00%,0.152,66,40-26,60.61%,625,331-294,52.96%,,,
hard,528,Pavle Marinkov,8,0.747,1077,45.31%,2,1-1,50.00%,0.100,20,6-14,30.00%,181,75-106,41.44%,,,
hard,1025,Pavlos Tsitsipas,6,0.845,962,46.67%,3,1-2,33.33%,0.200,15,4-11,26.67%,148,63-85,42.57%,,,
hard,148,Pedro Martinez,14,0.962,1961,49.92%,6,3-3,50.00%,0.188,32,16-16,50.00%,306,154-152,50.33%,,,
hard,285,Petr Bar Biryukov,29,0.782,4108,48.64%,14,10-4,71.43%,0.200,70,34-36,48.57%,687,330-357,48.03%,,,
hard,340,Petr Brunclik,22,1.381,3070,52.74%,8,2-6,25.00%,0.157,51,31-20,60.78%,471,265-206,56.26%,,,
hard,396,Petr Nesterov,5,1.143,761,49.01%,2,2-0,100.00%,0.167,12,6-6,50.00%,119,57-62,47.90%,,,
hard,295,Philip Henning,15,1.358,1945,53.68%,2,2-0,100.00%,0.057,35,24-11,68.57%,305,172-133,56.39%,,,
hard,301,Philip Sekulic,38,0.926,5460,49.05%,17,9-8,52.94%,0.193,88,37-51,42.05%,862,410-452,47.56%,,,
hard,232,Pierre-Hugues Herbert,15,1.008,2179,50.21%,5,1-4,20.00%,0.143,35,17-18,48.57%,355,180-175,50.70%,,,
hard,446,Pietro Fellin,10,0.924,1260,49.37%,3,2-1,66.67%,0.150,20,8-12,40.00%,188,90-98,47.87%,,,
hard,222,Pol Martin Tiffon,13,1.194,1987,52.89%,4,4-0,100.00%,0.121,33,22-11,66.67%,312,174-138,55.77%,,,
hard,83,Quentin Halys,25,0.971,3741,49.35%,14,6-8,42.86%,0.237,59,21-38,35.59%,598,285-313,47.66%,,,
hard,466,Quinn Vandecasteele,12,0.982,1752,49.60%,6,4-2,66.67%,0.240,25,11-14,44.00%,260,127-133,48.85%,,,
hard,519,Radu Albot,10,0.952,1307,49.89%,1,1-0,100.00%,0.048,21,9-12,42.86%,193,91-102,47.15%,,,
hard,15,Rafael Jodar,56,1.262,6970,53.80%,8,3-5,37.50%,0.063,126,89-37,70.63%,1123,648-475,57.70%,,,
hard,38,Raphael Collignon,37,1.099,5627,51.18%,20,15-5,75.00%,0.230,87,55-32,63.22%,899,471-428,52.39%,,,
hard,410,Raphael Perot,7,0.893,1185,49.03%,2,0-2,0.00%,0.105,19,7-12,36.84%,184,89-95,48.37%,,,
hard,231,Raul Brancaccio,9,1.106,1268,50.00%,3,2-1,66.67%,0.150,20,10-10,50.00%,199,100-99,50.25%,,,
hard,150,Rei Sakamoto,27,1.209,3996,51.50%,14,7-7,50.00%,0.215,65,37-28,56.92%,634,332-302,52.37%,,,
hard,76,Reilly Opelka,18,0.838,2662,48.76%,16,8-8,50.00%,0.381,42,17-25,40.48%,463,224-239,48.38%,,,
hard,182,Remy Bertola,21,0.976,2878,49.48%,10,6-4,60.00%,0.213,47,21-26,44.68%,465,224-241,48.17%,,,
hard,330,Renta Tokuda,19,0.925,2683,48.01%,7,3-4,42.86%,0.152,46,18-28,39.13%,431,194-237,45.01%,,,
hard,836,Rigele Te,6,0.658,876,45.09%,4,1-3,25.00%,0.286,14,2-12,14.29%,136,54-82,39.71%,,,
hard,93,Rinky Hijikata,36,0.906,5130,49.92%,14,8-6,57.14%,0.167,84,43-41,51.19%,820,418-402,50.98%,,,
hard,216,Rio Noguchi,51,1.014,7014,50.76%,14,6-8,42.86%,0.122,115,65-50,56.52%,1101,570-531,51.77%,,,
hard,476,Robert Strombachs,14,0.997,2099,48.88%,9,3-6,33.33%,0.281,32,13-19,40.62%,328,156-172,47.56%,,,
hard,183,Roberto Bautista Agut,13,0.914,1921,47.53%,6,2-4,33.33%,0.200,30,11-19,36.67%,305,140-165,45.90%,,,
hard,176,Roberto Carballes Baena,6,0.937,1037,49.18%,4,2-2,50.00%,0.267,15,6-9,40.00%,160,78-82,48.75%,,,
hard,284,Robin Bertrand,25,1.014,3605,49.18%,4,1-3,25.00%,0.068,59,27-32,45.76%,555,267-288,48.11%,,,
hard,320,Rodrigo Pacheco Mendez,24,1.016,3331,50.50%,11,3-8,27.27%,0.208,53,26-27,49.06%,519,265-254,51.06%,,,
hard,132,Roman Safiullin,7,0.869,1156,47.75%,3,1-2,33.33%,0.158,19,6-13,31.58%,183,79-104,43.17%,,,
hard,231,Ryan Peniston,18,1.136,2737,51.15%,6,2-4,33.33%,0.143,42,21-21,50.00%,414,214-200,51.69%,,,
hard,995,Ryotaro Taguchi,5,0.783,636,46.23%,1,1-0,100.00%,0.091,11,3-8,27.27%,106,45-61,42.45%,,,
hard,565,Ryuki Matsuda,6,0.765,847,45.93%,1,0-1,0.00%,0.067,15,3-12,20.00%,139,58-81,41.73%,,,
hard,653,S D Prajwal Dev,5,0.481,486,39.71%,0,0-0,,0.000,9,0-9,0.00%,77,23-54,29.87%,,,
hard,665,Saba Purtseladze,9,0.594,1117,44.40%,2,1-1,50.00%,0.105,19,3-16,15.79%,179,69-110,38.55%,,,
hard,349,Samir Banerjee,11,1.197,1602,52.12%,4,2-2,50.00%,0.160,25,14-11,56.00%,244,131-113,53.69%,,,
hard,293,Sandro Kopp,8,0.841,1031,49.18%,1,0-1,0.00%,0.053,19,8-11,42.11%,161,77-84,47.83%,,,
hard,369,Sanhui Shin,13,0.929,1733,48.18%,2,1-1,50.00%,0.069,29,11-18,37.93%,266,122-144,45.86%,,,
hard,313,Sascha Gueymard Wayenburg,24,0.990,3369,49.93%,12,3-9,25.00%,0.222,54,24-30,44.44%,538,266-272,49.44%,,,
hard,28,Sebastian Baez,22,0.924,2935,50.02%,1,0-1,0.00%,0.020,49,26-23,53.06%,461,234-227,50.76%,,,
hard,36,Sebastian Korda,41,1.234,6152,52.13%,16,9-7,56.25%,0.162,99,61-38,61.62%,985,534-451,54.21%,,,
hard,124,Sebastian Ofner,18,1.081,2748,50.07%,8,5-3,62.50%,0.174,46,24-22,52.17%,452,225-227,49.78%,,,
hard,421,Semen Pankin,10,1.094,1484,50.74%,3,2-1,66.67%,0.120,25,15-10,60.00%,238,126-112,52.94%,,,
hard,302,Sergey Fomin,18,0.864,2586,48.53%,6,4-2,66.67%,0.140,43,20-23,46.51%,423,199-224,47.04%,,,
hard,452,Sergio Callejon Hernando,5,1.129,717,49.23%,0,0-0,,0.000,13,6-7,46.15%,109,52-57,47.71%,,,
hard,117,Shintaro Mochizuki,30,0.911,4319,48.53%,5,2-3,40.00%,0.069,72,31-41,43.06%,666,312-354,46.85%,,,
hard,194,Sho Shimabukuro,48,1.104,7035,50.96%,17,12-5,70.59%,0.149,114,68-46,59.65%,1110,581-529,52.34%,,,
hard,537,Shunsuke Mitsui,5,0.931,648,50.31%,4,2-2,50.00%,0.400,10,4-6,40.00%,100,49-51,49.00%,,,
hard,540,Sidharth Rawat,9,0.755,1208,45.70%,3,2-1,66.67%,0.150,20,5-15,25.00%,186,76-110,40.86%,,,
hard,158,Soonwoo Kwon,22,1.382,2999,54.35%,10,9-1,90.00%,0.204,49,40-9,81.63%,462,277-185,59.96%,,,
hard,524,Spencer Johnson,5,0.908,612,50.49%,2,2-0,100.00%,0.182,11,7-4,63.64%,105,55-50,52.38%,,,
hard,118,Stan Wawrinka,28,0.970,3905,50.93%,13,9-4,69.23%,0.206,63,37-26,58.73%,643,332-311,51.63%,,,
hard,261,Stefan Dostanic,17,1.288,2496,52.56%,6,2-4,33.33%,0.150,40,25-15,62.50%,390,216-174,55.38%,,,
hard,296,Stefan Kozlov,27,1.209,3994,51.08%,10,5-5,50.00%,0.149,67,37-30,55.22%,620,321-299,51.77%,,,
hard,229,Stefano Napolitano,12,1.019,1817,49.81%,6,2-4,33.33%,0.207,29,16-13,55.17%,291,151-140,51.89%,,,
hard,142,Stefano Travaglia,19,1.242,2790,52.54%,6,2-4,33.33%,0.130,46,29-17,63.04%,450,247-203,54.89%,,,
hard,153,Stefanos Sakellaridis,27,1.070,3924,50.59%,8,4-4,50.00%,0.119,67,34-33,50.75%,637,321-316,50.39%,,,
hard,11,Stefanos Tsitsipas,24,1.121,3469,51.40%,11,5-6,45.45%,0.193,57,32-25,56.14%,570,301-269,52.81%,,,
hard,384,Stuart Parker,9,1.122,1204,51.00%,2,1-1,50.00%,0.091,22,11-11,50.00%,191,99-92,51.83%,,,
hard,246,Sumit Nagal,13,1.075,1833,51.28%,5,1-4,20.00%,0.167,30,17-13,56.67%,287,154-133,53.66%,,,
hard,512,Tai Sach,12,0.873,1727,47.31%,2,2-0,100.00%,0.067,30,12-18,40.00%,267,116-151,43.45%,,,
hard,523,Takuya Kumasaka,9,0.774,1274,45.45%,4,0-4,0.00%,0.190,21,5-16,23.81%,194,73-121,37.63%,,,
hard,69,Tallon Griekspoor,27,0.968,3946,49.27%,16,7-9,43.75%,0.246,65,31-34,47.69%,667,325-342,48.73%,,,
hard,194,Taro Daniel,17,0.983,2669,50.28%,7,1-6,14.29%,0.159,44,22-22,50.00%,434,222-212,51.15%,,,
hard,8,Taylor Fritz,45,1.176,7524,51.67%,30,20-10,66.67%,0.263,114,68-46,59.65%,1199,627-572,52.29%,,,
hard,31,Taym Al Azmeh,5,0.880,716,49.86%,1,0-1,0.00%,0.091,11,6-5,54.55%,112,58-54,51.79%,,,
hard,46,Terence Atmane,27,0.941,3646,49.86%,4,2-2,50.00%,0.063,63,30-33,47.62%,601,300-301,49.92%,,,
hard,115,Thiago Agustin Tirante,16,1.204,2243,51.23%,3,2-1,66.67%,0.081,37,22-15,59.46%,352,185-167,52.56%,,,
hard,321,Thomas Faurel,5,0.875,611,48.12%,0,0-0,,0.000,11,5-6,45.45%,101,47-54,46.53%,,,
hard,371,Tiago Pereira,12,0.866,1839,47.91%,6,2-4,33.33%,0.207,29,9-20,31.03%,293,133-160,45.39%,,,
hard,427,Tiago Torres,5,0.889,883,48.81%,1,1-0,100.00%,0.071,14,7-7,50.00%,131,63-68,48.09%,,,
hard,500,Tibo Colson,8,0.986,1357,48.05%,4,2-2,50.00%,0.200,20,8-12,40.00%,196,89-107,45.41%,,,
hard,961,Timo Legout,10,1.249,1266,52.21%,0,0-0,,0.000,21,15-6,71.43%,194,110-84,56.70%,,,
hard,150,Timofey Skatov,19,1.110,2638,50.64%,7,1-6,14.29%,0.167,42,22-20,52.38%,424,220-204,51.89%,,,
hard,185,Titouan Droguet,29,1.073,4479,50.48%,14,13-1,92.86%,0.194,72,42-30,58.33%,708,358-350,50.56%,,,
hard,112,Toby Samuel,33,1.350,4044,55.44%,6,5-1,83.33%,0.086,70,56-14,80.00%,639,397-242,62.13%,,,
hard,186,Tom Gentzsch,22,0.936,3294,50.46%,12,6-6,50.00%,0.235,51,27-24,52.94%,512,259-253,50.59%,,,
hard,372,Tom Paris,14,0.929,1984,49.75%,8,4-4,50.00%,0.250,32,14-18,43.75%,325,161-164,49.54%,,,
hard,139,Tomas Barrios Vera,5,0.932,748,49.33%,4,1-3,25.00%,0.364,11,4-7,36.36%,119,56-63,47.06%,,,
hard,43,Tomas Machac,19,0.908,2626,49.85%,5,2-3,40.00%,0.106,47,26-21,55.32%,425,219-206,51.53%,,,
hard,30,Tomas Martin Etcheverry,24,0.983,3677,50.39%,15,9-6,60.00%,0.254,59,32-27,54.24%,595,302-293,50.76%,,,
hard,21,Tommy Paul,24,1.187,4099,51.38%,15,8-7,53.33%,0.231,65,36-29,55.38%,662,344-318,51.96%,,,
hard,436,Trevor Svajda,13,0.896,1848,49.62%,5,2-3,40.00%,0.172,29,12-17,41.38%,289,140-149,48.44%,,,
hard,162,Tristan Boyer,9,1.092,1290,49.92%,2,1-1,50.00%,0.095,21,10-11,47.62%,207,102-105,49.28%,,,
hard,604,Tristan McCormick,5,0.797,821,47.50%,4,2-2,50.00%,0.333,12,4-8,33.33%,120,54-66,45.00%,,,
hard,148,Tristan Schoolkate,24,1.011,3739,49.88%,15,5-10,33.33%,0.259,58,24-34,41.38%,593,288-305,48.57%,,,
hard,612,Tsung-Hao Huang,8,0.822,1209,48.97%,4,2-2,50.00%,0.211,19,8-11,42.11%,178,84-94,47.19%,,,
hard,329,Tung-Lin Wu,35,1.024,5444,49.96%,19,9-10,47.37%,0.218,87,43-44,49.43%,851,421-430,49.47%,,,
hard,343,Tyler Zink,35,0.993,4706,49.26%,15,6-9,40.00%,0.192,78,32-46,41.03%,767,366-401,47.72%,,,
hard,173,Ugo Blanchet,23,0.869,3678,48.53%,15,9-6,60.00%,0.268,56,24-32,42.86%,572,272-300,47.55%,,,
hard,28,Ugo Humbert,34,1.033,4798,50.90%,19,12-7,63.16%,0.244,78,43-35,55.13%,793,408-385,51.45%,,,
hard,416,Vadym Ursu,14,0.855,2141,48.20%,5,1-4,20.00%,0.147,34,12-22,35.29%,319,144-175,45.14%,,,
hard,203,Valentin Royer,28,0.906,4557,49.77%,20,9-11,45.00%,0.290,69,30-39,43.48%,715,348-367,48.67%,,,
hard,18,Valentin Vacherot,33,1.068,4873,51.59%,15,10-5,66.67%,0.188,80,50-30,62.50%,787,422-365,53.62%,,,
hard,493,Viktor Durasovic,21,0.902,3089,47.56%,11,8-3,72.73%,0.220,50,20-30,40.00%,493,223-270,45.23%,,,
hard,128,Vilius Gaubas,8,0.968,1394,52.01%,7,2-5,28.57%,0.333,21,13-8,61.90%,213,120-93,56.34%,,,
hard,125,Vit Kopriva,15,0.995,2137,49.23%,4,3-1,75.00%,0.118,34,18-16,52.94%,333,163-170,48.95%,,,
hard,215,Vitaliy Sachko,8,0.771,1204,47.26%,3,2-1,66.67%,0.150,20,8-12,40.00%,198,88-110,44.44%,,,
hard,287,Yanki Erel,13,1.170,2098,50.19%,9,5-4,55.56%,0.281,32,16-16,50.00%,324,164-160,50.62%,,,
hard,98,Yannick Hanfmann,22,1.149,3226,51.24%,9,3-6,33.33%,0.167,54,29-25,53.70%,528,276-252,52.27%,,,
hard,312,Yasutaka Uchiyama,32,1.022,4859,50.50%,14,6-8,42.86%,0.182,77,39-38,50.65%,769,396-373,51.50%,,,
hard,662,Ye Cong Mo,5,0.921,589,48.73%,0,0-0,,0.000,11,5-6,45.45%,98,47-51,47.96%,,,
hard,239,Yi Zhou,30,1.055,4378,50.27%,15,6-9,40.00%,0.205,73,36-37,49.32%,713,354-359,49.65%,,,
hard,106,Yibing Wu,14,0.982,1912,49.58%,8,6-2,75.00%,0.258,31,17-14,54.84%,315,159-156,50.48%,,,
hard,131,Yoshihito Nishioka,22,1.075,3234,50.83%,7,4-3,57.14%,0.130,54,33-21,61.11%,521,271-250,52.02%,,,
hard,316,Yosuke Watanuki,18,0.955,2549,50.53%,5,4-1,80.00%,0.114,44,25-19,56.82%,398,207-191,52.01%,,,
hard,222,Yu Hsiou Hsu,30,0.933,4340,49.84%,8,4-4,50.00%,0.116,69,34-35,49.28%,664,330-334,49.70%,,,
hard,578,Yuki Mochizuki,5,0.565,551,41.20%,1,0-1,0.00%,0.100,10,0-10,0.00%,88,27-61,30.68%,,,
hard,109,Yunchaokete Bu,33,1.086,4892,50.98%,17,7-10,41.18%,0.224,76,44-32,57.89%,769,407-362,52.93%,,,
hard,670,Yusuke Takahashi,12,0.787,1748,46.80%,4,2-2,50.00%,0.143,28,9-19,32.14%,269,114-155,42.38%,,,
hard,383,Yuta Shimizu,37,0.978,5911,49.30%,17,9-8,52.94%,0.189,90,40-50,44.44%,900,432-468,48.00%,,,
hard,165,Zachary Svajda,16,0.934,2387,50.10%,7,5-2,71.43%,0.175,40,23-17,57.50%,391,199-192,50.90%,,,
hard,154,Zdenek Kolar,10,0.997,1703,50.44%,4,1-3,25.00%,0.167,24,12-12,50.00%,245,126-119,51.43%,,,
hard,156,Zhizhen Zhang,21,0.901,3136,50.13%,13,5-8,38.46%,0.271,48,24-24,50.00%,497,249-248,50.10%,,,
hard,34,Zizou Bergs,32,1.017,4790,49.65%,18,9-9,50.00%,0.237,76,36-40,47.37%,769,373-396,48.50%,,,
hard,119,Zsombor Piros,12,1.072,1793,51.98%,4,4-0,100.00%,0.143,28,21-7,75.00%,279,157-122,56.27%,,,
