surface,ranking,player_name,matches_played,break_point_conversion_pct,break_points_converted,break_point_chances,break_points_per_game,break_points_per_set,break_points_per_match,breaks_per_set,breaks_per_match,break_point_save_pct,break_points_saved,break_points_faced,break_points_faced_per_game,break_points_faced_per_set,break_points_faced_per_match,times_broken_per_set,times_broken_per_match
hard,159,Clement Tabur,20,44.09%,56,127,0.52,2.54,6.35,1.12,2.8,64.52%,80,124,0.5,2.48,6.2,0.88,2.2
hard,108,Coleman Wong,51,42.57%,126,296,0.49,2.43,5.8,1.03,2.47,63.14%,197,312,0.51,2.56,6.12,0.94,2.25
hard,511,Colin Sinclair,6,35.00%,7,20,0.27,1.33,3.33,0.47,1.17,55.32%,26,47,0.65,3.13,7.83,1.4,3.5
hard,174,Colton Smith,23,41.67%,65,156,0.6,3,6.78,1.25,2.83,65.79%,100,152,0.58,2.92,6.61,1,2.26
hard,507,Constantin Bittoun Kouzmine,11,40.00%,26,65,0.55,2.6,5.91,1.04,2.36,66.67%,60,90,0.76,3.6,8.18,1.2,2.73
hard,69,Corentin Moutet,30,45.98%,80,174,0.49,2.38,5.8,1.1,2.67,66.53%,157,236,0.68,3.23,7.87,1.08,2.63
hard,612,Cruz Hewitt,11,29.33%,22,75,0.61,2.88,6.82,0.85,2,58.57%,41,70,0.56,2.69,6.36,1.12,2.64
hard,116,Dalibor Svrcina,21,47.50%,76,160,0.85,3.64,7.62,1.73,3.62,58.57%,82,140,0.73,3.18,6.67,1.32,2.76
hard,87,Damir Dzumhur,17,37.36%,34,91,0.43,2.12,5.35,0.79,2,58.21%,78,134,0.63,3.12,7.88,1.3,3.29
hard,224,Dan Added,45,43.06%,121,281,0.57,2.73,6.24,1.17,2.69,60.47%,182,301,0.62,2.92,6.69,1.16,2.64
hard,378,Dan Martin,12,40.00%,22,55,0.38,1.96,4.58,0.79,1.83,61.11%,44,72,0.5,2.57,6,1,2.33
hard,121,Dane Sweeny,33,41.45%,97,234,0.66,3.08,7.09,1.28,2.94,61.19%,134,219,0.62,2.88,6.64,1.12,2.58
hard,93,Daniel Altmaier,24,31.54%,41,130,0.46,2.13,5.42,0.67,1.71,57.33%,86,150,0.53,2.46,6.25,1.05,2.67
hard,184,Daniel Evans,5,38.78%,19,49,0.77,3.77,9.8,1.46,3.8,56.00%,14,25,0.41,1.92,5,0.85,2.2
hard,371,Daniel Masur,15,38.53%,42,109,0.57,2.95,7.27,1.14,2.8,58.42%,59,101,0.53,2.73,6.73,1.14,2.8
hard,296,Daniel Merida,20,49.67%,76,153,0.76,3.4,7.65,1.69,3.8,55.75%,63,113,0.56,2.51,5.65,1.11,2.5
hard,302,Daniel Michalski,12,47.06%,40,85,0.54,2.66,7.08,1.25,3.33,48.75%,39,80,0.51,2.5,6.67,1.28,3.42
hard,325,Daniel Milavsky,23,41.30%,57,138,0.55,2.56,6,1.06,2.48,64.78%,103,159,0.64,2.94,6.91,1.04,2.43
hard,207,Daniel Rincon,13,43.81%,46,105,0.7,3.39,8.08,1.48,3.54,50.62%,41,81,0.54,2.61,6.23,1.29,3.08
hard,167,Daniil Glinka,38,39.41%,93,236,0.53,2.59,6.21,1.02,2.45,66.81%,153,229,0.52,2.52,6.03,0.84,2
hard,6,Daniil Medvedev,42,42.39%,142,335,0.7,3.35,7.98,1.42,3.38,66.15%,127,192,0.4,1.92,4.57,0.65,1.55
hard,226,Darwin Blanch,32,35.82%,72,201,0.51,2.51,6.28,0.9,2.25,62.00%,124,200,0.51,2.5,6.25,0.95,2.38
hard,236,David Goffin,13,34.82%,39,112,0.73,3.39,8.62,1.18,3,45.45%,40,88,0.57,2.67,6.77,1.45,3.69
hard,188,David Jorda Sanchis,7,32.00%,16,50,0.64,3.12,7.14,1,2.29,64.15%,34,53,0.68,3.31,7.57,1.19,2.71
hard,58,Denis Shapovalov,29,39.06%,91,233,0.66,3.11,8.03,1.21,3.14,59.20%,119,201,0.57,2.68,6.93,1.09,2.83
hard,441,Denis Yevseyev,18,37.04%,60,162,0.78,3.52,9,1.3,3.33,52.48%,74,141,0.68,3.07,7.83,1.46,3.72
hard,436,Dhakshineswar Suresh,20,37.50%,30,80,0.37,1.78,4,0.67,1.5,69.44%,75,108,0.49,2.4,5.4,0.73,1.65
hard,551,Digvijaypratap Singh,6,20.83%,5,24,0.36,1.85,4,0.38,0.83,57.58%,19,33,0.52,2.54,5.5,1.08,2.33
hard,375,Dimitar Kuzmanov,26,46.45%,85,183,0.68,3.1,7.04,1.44,3.27,54.70%,99,181,0.65,3.07,6.96,1.39,3.15
hard,84,Dino Prizmic,10,32.31%,21,65,0.58,2.17,6.5,0.7,2.1,59.65%,34,57,0.5,1.9,5.7,0.77,2.3
hard,652,Dmitry Popko,10,37.50%,24,64,0.58,2.78,6.4,1.04,2.4,60.66%,37,61,0.56,2.65,6.1,1.04,2.4
hard,357,Dominic Stricker,8,43.24%,16,37,0.5,2.31,4.62,1,2,54.84%,17,31,0.43,1.94,3.88,0.88,1.75
hard,498,Dominik Palan,14,30.77%,24,78,0.47,2.36,5.57,0.73,1.71,66.29%,59,89,0.55,2.7,6.36,0.91,2.14
hard,307,Duje Ajdukovic,22,50.00%,70,140,0.52,2.59,6.36,1.3,3.18,58.02%,94,162,0.61,3,7.36,1.26,3.09
hard,1789,Duncan Chan,11,50.00%,25,50,0.4,1.92,4.55,0.96,2.27,56.72%,38,67,0.53,2.58,6.09,1.12,2.64
hard,152,Dusan Lajovic,5,33.33%,8,24,0.52,2.67,4.8,0.89,1.6,63.16%,12,19,0.41,2.11,3.8,0.78,1.4
hard,225,Edas Butvilas,29,41.55%,86,207,0.66,3.09,7.14,1.28,2.97,57.71%,101,175,0.56,2.61,6.03,1.1,2.55
hard,391,Edward Winter,26,36.61%,82,224,0.77,3.61,8.62,1.32,3.15,59.65%,102,171,0.58,2.76,6.58,1.11,2.65
hard,486,Eero Vasa,5,50.00%,15,30,0.5,2.5,6,1.25,3,53.12%,17,32,0.56,2.67,6.4,1.25,3
hard,314,Eliakim Coulibaly,29,50.27%,93,185,0.57,2.72,6.38,1.37,3.21,64.14%,127,198,0.6,2.91,6.83,1.04,2.45
hard,182,Elias Ymer,19,41.79%,56,134,0.6,2.79,7.05,1.17,2.95,57.14%,64,112,0.51,2.33,5.89,1,2.53
hard,91,Eliot Spizzirri,18,43.64%,48,110,0.47,2.24,6.11,0.98,2.67,51.95%,40,77,0.34,1.57,4.28,0.76,2.06
hard,190,Elmer Moller,5,80.00%,4,5,0.11,0.5,1,0.4,0.8,64.86%,24,37,0.82,3.7,7.4,1.3,2.6
hard,547,Emil Ruusuvuori,11,41.67%,20,48,0.32,1.66,4.36,0.69,1.82,64.18%,43,67,0.45,2.31,6.09,0.83,2.18
hard,86,Emilio Nava,5,22.73%,5,22,0.34,1.69,4.4,0.38,1,65.96%,31,47,0.72,3.62,9.4,1.23,3.2
hard,323,Enrico Dalla Valle,5,32.43%,12,37,0.69,3.36,7.4,1.09,2.4,57.69%,15,26,0.48,2.36,5.2,1,2.2
hard,623,Erik Arutiunian,5,37.50%,9,24,0.5,2.4,4.8,0.9,1.8,62.96%,17,27,0.56,2.7,5.4,1,2
hard,47,Ethan Quinn,19,37.84%,28,74,0.31,1.76,3.89,0.67,1.47,64.00%,64,100,0.42,2.38,5.26,0.86,1.89
hard,607,Evan Zhu,6,50.00%,6,12,0.19,0.92,2,0.46,1,59.18%,29,49,0.82,3.77,8.17,1.54,3.33
hard,61,Fabian Marozsan,23,38.58%,49,127,0.45,2.19,5.52,0.84,2.13,56.30%,67,119,0.41,2.05,5.17,0.9,2.26
hard,351,Fabrizio Andaloro,5,42.50%,17,40,0.82,4.44,8,1.89,3.4,56.00%,28,50,1,5.56,10,2.44,4.4
hard,107,Facundo Diaz Acosta,5,40.00%,14,35,0.7,3.18,7,1.27,2.8,66.67%,18,27,0.52,2.45,5.4,0.82,1.8
hard,332,Facundo Mena,6,30.30%,10,33,0.46,2.36,5.5,0.71,1.67,67.74%,21,31,0.44,2.21,5.17,0.71,1.67
hard,324,Fajing Sun,41,37.63%,105,279,0.62,2.94,6.8,1.11,2.56,63.43%,170,268,0.61,2.82,6.54,1.03,2.39
hard,191,Federico Agustin Gomez,13,37.00%,37,100,0.63,2.94,7.69,1.09,2.85,66.67%,48,72,0.42,2.12,5.54,0.71,1.85
hard,481,Federico Arnaboldi,5,36.59%,15,41,0.59,3.15,8.2,1.15,3,52.50%,21,40,0.57,3.08,8,1.46,3.8
hard,184,Federico Cina,17,43.14%,44,102,0.59,2.76,6,1.19,2.59,62.26%,66,106,0.61,2.86,6.24,1.08,2.35
hard,607,Federico Iannaccone,5,65.52%,19,29,0.57,2.42,5.8,1.58,3.8,45.71%,16,35,0.67,2.92,7,1.58,3.8
hard,29,Felix Auger-Aliassime,46,36.30%,98,270,0.49,2.5,5.87,0.91,2.13,70.21%,132,188,0.35,1.74,4.09,0.52,1.22
hard,220,Felix Gill,10,21.43%,18,84,0.65,3.11,8.4,0.67,1.8,68.12%,47,69,0.53,2.56,6.9,0.81,2.2
hard,81,Filip Misolic,9,20.75%,11,53,0.57,2.79,5.89,0.58,1.22,62.07%,36,58,0.62,3.05,6.44,1.16,2.44
hard,488,Filip Peliwo,7,38.46%,15,39,0.59,2.6,5.57,1,2.14,58.21%,39,67,0.99,4.47,9.57,1.87,4
hard,487,Filippo Moroni,5,53.19%,25,47,0.81,3.92,9.4,2.08,5,50.94%,27,53,0.93,4.42,10.6,2.17,5.2
hard,300,Filippo Romano,9,37.50%,21,56,0.51,2.55,6.22,0.95,2.33,65.45%,36,55,0.49,2.5,6.11,0.86,2.11
hard,9,Flavio Cobolli,33,35.18%,70,199,0.5,2.46,6.03,0.86,2.12,65.56%,158,241,0.6,2.98,7.3,1.02,2.52
hard,247,Florent Bax,18,30.36%,34,112,0.55,2.6,6.22,0.79,1.89,66.67%,80,120,0.58,2.79,6.67,0.93,2.22
hard,20,Frances Tiafoe,29,45.58%,67,147,0.42,2.01,5.07,0.92,2.31,64.77%,125,193,0.56,2.64,6.66,0.93,2.34
hard,149,Francesco Maestrelli,18,41.24%,40,97,0.51,2.37,5.39,0.98,2.22,68.75%,66,96,0.51,2.34,5.33,0.73,1.67
hard,220,Francesco Passaro,19,37.04%,30,81,0.35,1.72,4.26,0.64,1.58,68.91%,82,119,0.5,2.53,6.26,0.79,1.95
hard,23,Francisco Cerundolo,24,41.82%,69,165,0.56,2.75,6.88,1.15,2.88,60.00%,117,195,0.68,3.25,8.12,1.3,3.25
hard,91,Francisco Comesana,14,44.62%,29,65,0.39,1.91,4.64,0.85,2.07,51.02%,50,98,0.58,2.88,7,1.41,3.43
hard,235,Frederico Ferreira Silva,31,43.53%,111,255,0.75,3.59,8.23,1.56,3.58,56.72%,114,201,0.59,2.83,6.48,1.23,2.81
hard,,Gabriel Debru,5,41.07%,23,56,0.84,4,11.2,1.64,4.6,57.58%,19,33,0.5,2.36,6.6,1,2.8
hard,87,Gabriel Diallo,28,42.86%,51,119,0.35,1.75,4.25,0.75,1.82,55.74%,68,122,0.36,1.79,4.36,0.79,1.93
hard,373,Gabriele Piraino,6,50.00%,14,28,0.39,1.87,4.67,0.93,2.33,57.41%,31,54,0.75,3.6,9,1.53,3.83
hard,52,Gael Monfils,9,37.50%,24,64,0.55,2.56,7.11,0.96,2.67,57.58%,38,66,0.57,2.64,7.33,1.12,3.11
hard,375,Garrett Johns,18,32.58%,43,132,0.67,3.3,7.33,1.07,2.39,57.78%,78,135,0.7,3.38,7.5,1.43,3.17
hard,178,Gauthier Onclin,21,38.51%,62,161,0.76,3.5,7.67,1.35,2.95,64.34%,83,129,0.61,2.8,6.14,1,2.19
hard,390,Geoffrey Blancaneaux,13,41.51%,22,53,0.4,1.77,4.08,0.73,1.69,58.89%,53,90,0.68,3,6.92,1.23,2.85
hard,247,George Loffhagen,13,44.21%,42,95,0.65,2.97,7.31,1.31,3.23,56.25%,45,80,0.55,2.5,6.15,1.09,2.69
hard,258,Giles Hussey,27,44.32%,78,176,0.62,2.84,6.52,1.26,2.89,53.92%,110,204,0.72,3.29,7.56,1.52,3.48
hard,230,Gilles Arnaud Bailly,12,48.00%,36,75,0.54,2.42,6.25,1.16,3,58.44%,45,77,0.58,2.48,6.42,1.03,2.67
hard,91,Giovanni Mpetshi Perricard,32,32.04%,33,103,0.25,1.3,3.22,0.42,1.03,62.99%,80,127,0.31,1.61,3.97,0.59,1.47
hard,153,Giulio Zeppieri,16,38.46%,30,78,0.45,2.05,4.88,0.79,1.88,65.17%,58,89,0.51,2.34,5.56,0.82,1.94
hard,146,Grigor Dimitrov,8,36.84%,14,38,0.4,2,4.75,0.74,1.75,63.16%,24,38,0.4,2,4.75,0.74,1.75
hard,568,Guillaume Dalmasso,6,32.00%,8,25,0.48,2.08,4.17,0.67,1.33,48.57%,17,35,0.62,2.92,5.83,1.5,3
hard,195,Guy Den Ouden,11,47.83%,33,69,0.59,2.65,6.27,1.27,3,62.50%,40,64,0.53,2.46,5.82,0.92,2.18
hard,73,Hamad Medjedovic,16,32.84%,22,67,0.35,1.76,4.19,0.58,1.38,65.66%,65,99,0.53,2.61,6.19,0.89,2.12
hard,332,Hamish Stewart,24,37.06%,63,170,0.64,3.04,7.08,1.12,2.62,58.56%,65,111,0.42,1.98,4.62,0.82,1.92
hard,255,Harold Mayot,28,39.92%,95,238,0.77,3.66,8.5,1.46,3.39,58.97%,92,156,0.51,2.4,5.57,0.98,2.29
hard,205,Harry Wendelken,40,42.90%,160,373,0.83,3.85,9.32,1.65,4,58.98%,174,295,0.67,3.04,7.38,1.25,3.02
hard,309,Hayato Matsuoka,37,37.92%,91,240,0.58,2.82,6.49,1.07,2.46,58.87%,136,231,0.56,2.72,6.24,1.12,2.57
hard,214,Henri Squire,9,35.56%,16,45,0.42,2.05,5,0.73,1.78,61.54%,32,52,0.48,2.36,5.78,0.91,2.22
hard,123,Henrique Rocha,14,42.86%,36,84,0.53,2.55,6,1.09,2.57,56.63%,47,83,0.52,2.52,5.93,1.09,2.57
hard,408,Henry Bernet,6,38.46%,10,26,0.35,1.62,4.33,0.62,1.67,62.50%,35,56,0.77,3.5,9.33,1.31,3.5
hard,273,Henry Searle,9,38.30%,18,47,0.52,2.47,5.22,0.95,2,56.25%,27,48,0.55,2.53,5.33,1.11,2.33
hard,442,Hikaru Shiraishi,7,44.44%,20,45,0.49,2.5,6.43,1.11,2.86,65.15%,43,66,0.75,3.67,9.43,1.28,3.29
hard,507,Hiroki Moriya,18,39.85%,53,133,0.64,3.09,7.39,1.23,2.94,58.45%,83,142,0.7,3.3,7.89,1.37,3.28
hard,11,Holger Rune,13,40.59%,41,101,0.62,3.16,7.77,1.28,3.15,62.12%,41,66,0.4,2.06,5.08,0.78,1.92
hard,18,Hubert Hurkacz,14,36.54%,19,52,0.3,1.58,3.71,0.58,1.36,65.62%,42,64,0.37,1.94,4.57,0.67,1.57
hard,109,Hugo Gaston,32,39.33%,94,239,0.69,3.14,7.47,1.24,2.94,60.59%,123,203,0.58,2.67,6.34,1.05,2.5
hard,221,Hugo Grenier,27,44.00%,77,175,0.57,2.73,6.48,1.2,2.85,62.34%,96,154,0.51,2.41,5.7,0.91,2.15
hard,644,Hyeon Chung,17,43.48%,60,138,0.78,3.63,8.12,1.58,3.53,54.05%,80,148,0.85,3.89,8.71,1.79,4
hard,268,Hynek Barton,16,36.09%,48,133,0.71,3.41,8.31,1.23,3,61.26%,68,111,0.59,2.85,6.94,1.1,2.69
hard,33,Ignacio Buse,7,31.43%,11,35,0.44,2.06,5,0.65,1.57,66.13%,41,62,0.78,3.65,8.86,1.24,3
hard,318,Igor Marcondes,5,43.48%,10,23,0.49,2.3,4.6,1,2,68.18%,15,22,0.47,2.2,4.4,0.7,1.4
hard,304,Ilia Simakin,30,42.77%,74,173,0.49,2.37,5.77,1.01,2.47,65.61%,124,189,0.53,2.59,6.3,0.89,2.17
hard,406,Ilya Ivashka,24,39.66%,71,179,0.74,3.2,7.46,1.27,2.96,59.84%,73,122,0.5,2.18,5.08,0.88,2.04
hard,272,Inaki Montes-De La Torre,15,41.96%,47,112,0.69,3.29,7.47,1.38,3.13,65.57%,80,122,0.74,3.59,8.13,1.24,2.8
hard,351,Ioannis Xilas,20,46.39%,77,166,0.83,3.77,8.3,1.75,3.85,45.83%,66,144,0.73,3.27,7.2,1.77,3.9
hard,263,Ivan Gakhov,9,45.10%,23,51,0.45,2.43,5.67,1.1,2.56,62.07%,36,58,0.53,2.76,6.44,1.05,2.44
hard,369,Ivan Marrero Curbelo,6,32.76%,19,58,0.88,4.14,9.67,1.36,3.17,48.15%,13,27,0.43,1.93,4.5,1,2.33
hard,585,Izan Almazan Valiente,5,36.59%,15,41,0.71,3.42,8.2,1.25,3,60.00%,21,35,0.59,2.92,7,1.17,2.8
hard,563,J.J. Wolf,11,46.48%,33,71,0.55,2.73,6.45,1.27,3,58.49%,31,53,0.41,2.04,4.82,0.85,2
hard,143,Jack Draper,10,40.98%,25,61,0.48,2.35,6.1,0.96,2.5,58.97%,23,39,0.3,1.5,3.9,0.62,1.6
hard,389,Jack Kennedy,7,45.83%,22,48,0.64,3,6.86,1.38,3.14,54.55%,36,66,0.92,4.12,9.43,1.88,4.29
hard,172,Jack Pinnington Jones,22,51.40%,55,107,0.52,2.33,4.86,1.2,2.5,66.39%,79,119,0.57,2.59,5.41,0.87,1.82
hard,86,Jacob Fearnley,28,43.20%,73,169,0.53,2.49,6.04,1.07,2.61,58.21%,117,201,0.64,2.96,7.18,1.24,3
hard,307,Jacopo Berrettini,7,36.17%,17,47,0.66,2.94,6.71,1.06,2.43,46.00%,23,50,0.74,3.12,7.14,1.69,3.86
hard,79,Jaime Faria,8,36.92%,24,65,0.68,3.25,8.12,1.2,3,53.33%,32,60,0.65,3,7.5,1.4,3.5
hard,503,Jake Delaney,10,24.32%,9,37,0.33,1.61,3.7,0.39,0.9,64.62%,42,65,0.59,2.83,6.5,1,2.3
hard,17,Jakub Mensik,35,36.67%,88,240,0.57,2.73,6.86,1,2.51,63.78%,118,185,0.42,2.1,5.29,0.76,1.91
hard,522,Jakub Paul,7,43.28%,29,67,0.79,3.72,9.57,1.61,4.14,61.76%,42,68,0.81,3.78,9.71,1.44,3.71
hard,94,James Duckworth,38,34.47%,81,235,0.56,2.67,6.18,0.92,2.13,69.76%,143,205,0.48,2.33,5.39,0.7,1.63
hard,240,James McCabe,38,36.89%,83,225,0.53,2.62,5.92,0.97,2.18,60.10%,125,208,0.49,2.42,5.47,0.97,2.18
hard,442,James Trotter,22,31.62%,37,117,0.46,2.17,5.32,0.69,1.68,60.48%,75,124,0.47,2.3,5.64,0.91,2.23
hard,717,James Watt,5,28.57%,10,35,0.66,2.92,7,0.83,2,67.50%,27,40,0.7,3.33,8,1.08,2.6
hard,88,Jan Choinski,7,38.24%,13,34,0.39,2,4.86,0.76,1.86,64.71%,33,51,0.57,3,7.29,1.06,2.57
hard,42,Jan-Lennard Struff,28,34.52%,68,197,0.54,2.59,7.04,0.89,2.43,59.39%,98,165,0.45,2.17,5.89,0.88,2.39
hard,1,Jannik Sinner,46,42.98%,156,363,0.73,3.24,7.89,1.39,3.39,74.31%,107,144,0.28,1.29,3.13,0.33,0.8
hard,1107,Jason Jung,9,46.30%,25,54,0.52,2.45,6,1.14,2.78,47.22%,34,72,0.69,3.27,8,1.73,4.22
hard,179,Jason Kubler,9,42.11%,16,38,0.43,1.9,4.22,0.8,1.78,48.65%,18,37,0.43,1.85,4.11,0.95,2.11
hard,43,Jaume Munar,30,44.27%,85,192,0.55,2.7,6.4,1.2,2.83,60.12%,101,168,0.47,2.37,5.6,0.94,2.23
hard,373,Javier Barranco Cosano,7,38.46%,15,39,0.59,2.79,5.57,1.07,2.14,54.55%,30,55,0.87,3.93,7.86,1.79,3.57
hard,239,Jay Clarke,18,39.34%,48,122,0.62,2.9,6.78,1.14,2.67,61.32%,65,106,0.54,2.52,5.89,0.98,2.28
hard,376,Jay Friend,28,38.14%,82,215,0.64,3.12,7.68,1.19,2.93,63.16%,108,171,0.51,2.48,6.11,0.91,2.25
hard,1091,Jenson Brooksby,25,37.13%,62,167,0.58,2.83,6.68,1.05,2.48,59.46%,88,148,0.52,2.51,5.92,1.02,2.4
hard,198,Jerome Kym,11,32.86%,23,70,0.37,2.12,6.36,0.7,2.09,53.85%,35,65,0.35,1.97,5.91,0.91,2.73
hard,98,Jesper de Jong,16,45.00%,36,80,0.42,2,5,0.9,2.25,55.14%,59,107,0.56,2.67,6.69,1.2,3
hard,470,Jie Cui,20,39.84%,49,123,0.51,2.51,6.15,1,2.45,51.24%,62,121,0.51,2.47,6.05,1.2,2.95
hard,12,Jiri Lehecka,37,33.73%,84,249,0.6,2.8,6.73,0.94,2.27,64.74%,101,156,0.37,1.75,4.22,0.62,1.49
hard,27,Joao Fonseca,21,42.50%,51,120,0.47,2.4,5.71,1.02,2.43,61.46%,59,96,0.38,1.92,4.57,0.74,1.76
hard,183,Joel Schwaerzler,15,36.26%,33,91,0.52,2.46,6.07,0.89,2.2,67.48%,83,123,0.7,3.32,8.2,1.08,2.67
hard,315,Johannus Monday,33,42.68%,70,164,0.44,2.1,4.97,0.9,2.12,66.21%,96,145,0.38,1.86,4.39,0.63,1.48
hard,314,Jonas Forejtek,7,41.94%,13,31,0.39,1.82,4.43,0.76,1.86,68.18%,30,44,0.53,2.59,6.29,0.82,2
hard,113,Jordan Thompson,15,29.00%,29,100,0.59,2.86,6.67,0.83,1.93,65.00%,52,80,0.48,2.29,5.33,0.8,1.87
hard,157,Juan Carlos Prado Angelo,6,54.84%,17,31,0.45,2.21,5.17,1.21,2.83,56.60%,30,53,0.77,3.79,8.83,1.64,3.83
hard,52,Juan Manuel Cerundolo,15,36.36%,40,110,0.69,3.06,7.33,1.11,2.67,57.69%,45,78,0.5,2.17,5.2,0.92,2.2
hard,273,Juan Pablo Ficovich,14,47.50%,38,80,0.49,2.35,5.71,1.12,2.71,61.43%,43,70,0.43,2.06,5,0.79,1.93
hard,270,Juncheng Shang,16,40.74%,33,81,0.41,1.98,5.06,0.8,2.06,62.50%,60,96,0.49,2.34,6,0.88,2.25
hard,136,Jurij Rodionov,41,42.86%,129,301,0.66,3.04,7.34,1.3,3.15,60.16%,148,246,0.53,2.48,6,0.99,2.39
hard,393,Justin Boulais,24,39.86%,57,143,0.57,2.7,5.96,1.08,2.38,59.38%,114,192,0.76,3.62,8,1.47,3.25
hard,190,Justin Engel,28,35.86%,52,145,0.46,2.13,5.18,0.76,1.86,60.67%,91,150,0.47,2.21,5.36,0.87,2.11
hard,259,Kaichi Uchida,36,44.25%,77,174,0.44,2.07,4.83,0.92,2.14,61.58%,125,203,0.51,2.42,5.64,0.93,2.17
hard,117,Kamil Majchrzak,27,36.52%,65,178,0.52,2.58,6.59,0.94,2.41,64.77%,114,176,0.52,2.55,6.52,0.9,2.3
hard,554,Karan Singh,17,26.03%,19,73,0.39,1.87,4.29,0.49,1.12,59.84%,73,122,0.67,3.13,7.18,1.26,2.88
hard,39,Karen Khachanov,22,40.48%,51,126,0.42,2.1,5.73,0.85,2.32,63.41%,78,123,0.41,2.05,5.59,0.75,2.05
hard,518,Karim Bennani,5,30.00%,9,30,0.58,2.5,6,0.75,1.8,52.38%,11,21,0.39,1.75,4.2,0.83,2
hard,611,Karl Poling,9,32.31%,21,65,0.6,3.1,7.22,1,2.33,67.69%,44,65,0.6,3.1,7.22,1,2.33
hard,421,Kasidit Samrej,15,33.78%,25,74,0.44,2.24,4.93,0.76,1.67,61.62%,61,99,0.59,3,6.6,1.15,2.53
hard,664,Kaylan Bigun,6,17.86%,5,28,0.54,2.33,4.67,0.42,0.83,50.00%,17,34,0.64,2.83,5.67,1.42,2.83
hard,831,Keegan Rice,10,51.43%,36,70,0.56,2.69,7,1.38,3.6,54.55%,54,99,0.78,3.81,9.9,1.73,4.5
hard,209,Keegan Smith,37,36.00%,72,200,0.46,2.25,5.41,0.81,1.95,68.21%,133,195,0.44,2.19,5.27,0.7,1.68
hard,721,Kei Nishikori,9,45.65%,21,46,0.46,2.19,5.11,1,2.33,42.86%,15,35,0.36,1.67,3.89,0.95,2.22
hard,602,Kenta Miyoshi,12,45.22%,52,115,0.86,3.83,9.58,1.73,4.33,47.89%,34,71,0.52,2.37,5.92,1.23,3.08
hard,1340,Khololwam Montsi,5,44.00%,22,50,0.88,4.17,10,1.83,4.4,55.56%,20,36,0.63,3,7.2,1.33,3.2
hard,199,Kimmer Coppejans,18,38.46%,70,182,0.82,3.96,10.11,1.52,3.89,53.06%,78,147,0.67,3.2,8.17,1.5,3.83
hard,478,Koki Matsuda,8,42.00%,21,50,0.54,2.63,6.25,1.11,2.62,66.13%,41,62,0.69,3.26,7.75,1.11,2.62
hard,534,Kokoro Isomura,16,37.33%,28,75,0.45,2.08,4.69,0.78,1.75,61.42%,78,127,0.75,3.53,7.94,1.36,3.06
hard,962,Kriish Tyagi,6,42.50%,17,40,0.56,2.86,6.67,1.21,2.83,53.85%,21,39,0.56,2.79,6.5,1.29,3
hard,270,Kyrian Jacquet,24,42.31%,77,182,0.65,3.08,7.58,1.31,3.21,61.36%,81,132,0.46,2.24,5.5,0.86,2.12
hard,221,Laslo Djere,8,34.29%,12,35,0.37,1.84,4.38,0.63,1.5,48.72%,19,39,0.41,2.05,4.88,1.05,2.5
hard,473,Laurent Lokoli,12,38.64%,34,88,0.65,3.03,7.33,1.17,2.83,61.95%,70,113,0.83,3.9,9.42,1.48,3.58
hard,213,Lautaro Midon,5,51.22%,21,41,0.73,3.42,8.2,1.75,4.2,63.64%,28,44,0.77,3.67,8.8,1.33,3.2
hard,117,Leandro Riedi,21,33.92%,58,171,0.78,3.49,8.14,1.18,2.76,65.79%,75,114,0.5,2.33,5.43,0.8,1.86
hard,19,Learner Tien,40,40.57%,114,281,0.59,2.63,7.03,1.07,2.85,59.46%,154,259,0.54,2.42,6.47,0.98,2.62
hard,549,Leo Borg,8,42.00%,21,50,0.6,2.63,6.25,1.11,2.62,47.37%,27,57,0.7,3,7.12,1.58,3.75
hard,651,Leo Vithoontien,7,39.39%,13,33,0.43,2.06,4.71,0.81,1.86,62.50%,25,40,0.51,2.5,5.71,0.94,2.14
hard,350,Li Tu,19,35.19%,38,108,0.48,2.45,5.68,0.86,2,62.62%,67,107,0.48,2.43,5.63,0.91,2.11
hard,202,Liam Broady,31,41.64%,112,269,0.81,3.68,8.68,1.53,3.61,60.57%,106,175,0.52,2.4,5.65,0.95,2.23
hard,246,Liam Draxl,32,36.73%,90,245,0.74,3.4,7.66,1.25,2.81,56.98%,98,172,0.52,2.39,5.38,1.03,2.31
hard,186,Lloyd Harris,19,45.45%,65,143,0.62,2.98,7.53,1.35,3.42,65.74%,71,108,0.46,2.25,5.68,0.77,1.95
hard,477,Lorenzo Carboni,6,37.84%,14,37,0.69,3.08,6.17,1.17,2.33,41.46%,17,41,0.8,3.42,6.83,2,4
hard,201,Lorenzo Giustino,18,43.44%,53,122,0.62,3.05,6.78,1.32,2.94,64.23%,88,137,0.7,3.42,7.61,1.23,2.72
hard,13,Lorenzo Musetti,40,40.44%,110,272,0.59,2.72,6.8,1.1,2.75,63.21%,122,193,0.42,1.93,4.83,0.71,1.77
hard,88,Lorenzo Sonego,21,34.78%,48,138,0.52,2.51,6.57,0.87,2.29,68.38%,93,136,0.52,2.47,6.48,0.78,2.05
hard,435,Luca Castelnuovo,12,28.38%,21,74,0.52,2.64,6.17,0.75,1.75,60.98%,50,82,0.6,2.93,6.83,1.14,2.67
hard,173,Luca Nardi,20,38.35%,51,133,0.61,2.89,6.65,1.11,2.55,64.84%,83,128,0.6,2.78,6.4,0.98,2.25
